Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
652	:	1743673731.404	    30.256	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.9-14-True.cnf
537	:	1743673709.406	    52.786	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.7-14-True.cnf
572	:	1743673714.983	    47.730	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.5-14-True.cnf
199	:	1743673695.487	    68.006	0	73357879	0	0	./albatross/albatross data/78144-5-100-0.5-16-False.cnf
741	:	1743673750.411	    13.585	0	16	20	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.6-13-True.cnf
200	:	1743673695.491	    69.618	0	58863908	0	0	./albatross/albatross data/78144-5-100-0.5-17-False.cnf
708	:	1743673745.439	    19.695	0	16	20	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.8-15-True.cnf
362	:	1743673696.983	    68.154	0	20383	20	0	./cadical/cadical data/50408-5-100-0.7-14-True.cnf
701	:	1743673743.424	    22.296	0	16	20	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.9-13-True.cnf
99	:	1743673695.141	    70.697	0	81859416	0	0	./albatross/albatross data/18735-5-100-0.5-16-False.cnf
125	:	1743673695.220	    71.447	0	81647547	0	0	./albatross/albatross data/50408-5-100-0.5-17-False.cnf
612	:	1743673722.872	    44.500	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.7-14-True.cnf
427	:	1743673700.634	    69.395	0	20348	20	0	./cadical/cadical data/78144-5-100-0.9-14-True.cnf
682	:	1743673739.590	    30.980	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.8-14-True.cnf
731	:	1743673748.921	    22.946	0	16	20	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.8-13-True.cnf
657	:	1743673732.269	    39.776	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.8-14-True.cnf
662	:	1743673733.244	    39.378	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.7-14-True.cnf
417	:	1743673699.302	    80.178	0	21620	20	0	./cadical/cadical data/65828-5-100-0.6-14-True.cnf
307	:	1743673695.992	    84.454	0	22432	20	0	./cadical/cadical data/42462-5-100-0.8-14-True.cnf
727	:	1743673747.921	    33.174	0	16	20	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.9-14-True.cnf
557	:	1743673711.808	    70.484	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.8-14-True.cnf
75	:	1743673695.068	    87.787	0	97312392	0	0	./albatross/albatross data/42462-5-100-0.5-17-False.cnf
677	:	1743673738.152	    47.111	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.9-14-True.cnf
552	:	1743673710.936	    74.523	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.9-14-True.cnf
492	:	1743673706.785	    84.653	0	23714	20	0	./cadical/cadical data/81023-5-100-0.6-14-True.cnf
252	:	1743673695.730	    99.364	0	22939	20	0	./cadical/cadical data/53188-5-100-0.9-14-True.cnf
352	:	1743673696.619	    98.861	0	25059	20	0	./cadical/cadical data/50408-5-100-0.9-14-True.cnf
527	:	1743673709.082	    87.111	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.9-14-True.cnf
667	:	1743673734.365	    64.450	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.6-14-True.cnf
532	:	1743673709.233	    89.894	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.8-14-True.cnf
697	:	1743673742.828	    58.141	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.5-14-True.cnf
277	:	1743673695.846	   106.434	0	23743	20	0	./cadical/cadical data/22710-5-100-0.9-14-True.cnf
382	:	1743673697.478	   110.325	0	24451	20	0	./cadical/cadical data/43018-5-100-0.8-14-True.cnf
702	:	1743673743.511	    64.669	0	16	20	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.9-14-True.cnf
742	:	1743673750.428	    58.966	0	16	20	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.6-14-True.cnf
302	:	1743673695.969	   115.734	0	25271	20	0	./cadical/cadical data/42462-5-100-0.9-14-True.cnf
632	:	1743673727.797	    85.817	0	16	20	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.8-14-True.cnf
687	:	1743673741.203	    76.210	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.7-14-True.cnf
602	:	1743673720.411	    97.201	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.9-14-True.cnf
628	:	1743673726.136	    99.448	0	16	20	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.9-15-True.cnf
437	:	1743673701.761	   129.518	0	26482	20	0	./cadical/cadical data/78144-5-100-0.7-14-True.cnf
583	:	1743673716.421	   116.236	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.8-15-True.cnf
357	:	1743673696.731	   139.973	0	26838	20	0	./cadical/cadical data/50408-5-100-0.8-14-True.cnf
732	:	1743673749.023	    96.917	0	16	20	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.8-14-True.cnf
50	:	1743673694.997	   152.128	0	126644659	0	0	./albatross/albatross data/22710-5-100-0.5-17-False.cnf
653	:	1743673731.414	   117.157	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.9-15-True.cnf
378	:	1743673697.433	   152.944	0	27823	20	0	./cadical/cadical data/43018-5-100-0.9-15-True.cnf
175	:	1743673695.391	   156.435	0	144886629	0	0	./albatross/albatross data/65828-5-100-0.5-17-False.cnf
607	:	1743673722.340	   130.209	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.8-14-True.cnf
482	:	1743673705.801	   148.102	0	29671	20	0	./cadical/cadical data/81023-5-100-0.8-14-True.cnf
578	:	1743673715.719	   158.883	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.9-15-True.cnf
452	:	1743673703.857	   171.910	0	29334	20	0	./cadical/cadical data/71681-5-100-0.9-14-True.cnf
503	:	1743673707.320	   168.930	0	16	20	0	./kissat-sc2024/bin/kissat data/53188-5-100-0.9-15-True.cnf
478	:	1743673705.656	   172.285	0	29784	20	0	./cadical/cadical data/81023-5-100-0.9-15-True.cnf
333	:	1743673696.138	   189.546	0	30093	20	0	./cadical/cadical data/18735-5-100-0.8-15-True.cnf
408	:	1743673698.874	   194.987	0	32164	20	0	./cadical/cadical data/65828-5-100-0.8-15-True.cnf
658	:	1743673732.806	   165.510	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.8-15-True.cnf
613	:	1743673723.241	   179.617	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.7-15-True.cnf
543	:	1743673709.875	   196.585	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.6-15-True.cnf
728	:	1743673748.465	   162.297	0	16	20	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.9-15-True.cnf
403	:	1743673698.516	   216.664	0	30464	20	0	./cadical/cadical data/65828-5-100-0.9-15-True.cnf
678	:	1743673738.182	   181.725	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.9-15-True.cnf
428	:	1743673700.726	   229.316	0	31008	20	0	./cadical/cadical data/78144-5-100-0.9-15-True.cnf
293	:	1743673695.923	   242.546	0	31715	20	0	./cadical/cadical data/22710-5-100-0.6-15-True.cnf
668	:	1743673734.803	   218.361	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.6-15-True.cnf
553	:	1743673711.144	   251.243	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.9-15-True.cnf
328	:	1743673696.098	   270.101	0	33549	20	0	./cadical/cadical data/18735-5-100-0.9-15-True.cnf
448	:	1743673703.128	   267.527	0	32964	20	0	./cadical/cadical data/78144-5-100-0.5-15-True.cnf
363	:	1743673697.081	   275.085	0	32468	20	0	./cadical/cadical data/50408-5-100-0.7-15-True.cnf
253	:	1743673695.735	   297.034	0	34926	20	0	./cadical/cadical data/53188-5-100-0.9-15-True.cnf
698	:	1743673742.836	   259.322	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.5-15-True.cnf
418	:	1743673699.474	   316.500	0	33754	20	0	./cadical/cadical data/65828-5-100-0.6-15-True.cnf
703	:	1743673743.541	   300.772	0	16	20	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.9-15-True.cnf
629	:	1743673726.342	   321.595	0	16	20	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.9-16-True.cnf
603	:	1743673720.446	   384.723	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.9-15-True.cnf
528	:	1743673709.092	   401.374	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.9-15-True.cnf
278	:	1743673695.852	   440.671	0	38205	20	0	./cadical/cadical data/22710-5-100-0.9-15-True.cnf
303	:	1743673695.973	   526.873	0	45016	20	0	./cadical/cadical data/42462-5-100-0.9-15-True.cnf
584	:	1743673717.519	   528.483	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.8-16-True.cnf
353	:	1743673696.634	   566.727	0	44233	20	0	./cadical/cadical data/50408-5-100-0.9-15-True.cnf
379	:	1743673697.441	   584.842	0	45070	20	0	./cadical/cadical data/43018-5-100-0.9-16-True.cnf
579	:	1743673715.729	   726.388	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.9-16-True.cnf
729	:	1743673748.682	   750.358	0	16	20	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.9-16-True.cnf
453	:	1743673703.868	   900.374	0	52671	20	0	./cadical/cadical data/71681-5-100-0.9-15-True.cnf
479	:	1743673705.672	   921.879	0	52560	20	0	./cadical/cadical data/81023-5-100-0.9-16-True.cnf
334	:	1743673696.151	   933.938	0	52808	20	0	./cadical/cadical data/18735-5-100-0.8-16-True.cnf
504	:	1743673707.340	   946.788	0	16	20	0	./kissat-sc2024/bin/kissat data/53188-5-100-0.9-16-True.cnf
429	:	1743673700.901	   986.059	0	52777	20	0	./cadical/cadical data/78144-5-100-0.9-16-True.cnf
679	:	1743673738.647	  1121.703	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.9-16-True.cnf
554	:	1743673711.233	  1311.790	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.9-16-True.cnf
254	:	1743673695.740	  1482.690	0	61505	20	0	./cadical/cadical data/53188-5-100-0.9-16-True.cnf
329	:	1743673696.104	  1780.508	0	65040	20	0	./cadical/cadical data/18735-5-100-0.9-16-True.cnf
529	:	1743673709.117	  1795.794	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.9-16-True.cnf
630	:	1743673726.486	  2021.842	0	16	20	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.9-17-True.cnf
604	:	1743673721.009	  2253.115	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.9-16-True.cnf
279	:	1743673695.855	  2594.453	0	72183	20	0	./cadical/cadical data/22710-5-100-0.9-16-True.cnf
380	:	1743673697.462	  3220.705	0	84988	20	0	./cadical/cadical data/43018-5-100-0.9-17-True.cnf
304	:	1743673695.977	  3507.513	0	87858	20	0	./cadical/cadical data/42462-5-100-0.9-16-True.cnf
354	:	1743673696.688	  4379.861	0	92288	20	0	./cadical/cadical data/50408-5-100-0.9-16-True.cnf
430	:	1743673701.200	  5325.476	0	93928	20	0	./cadical/cadical data/78144-5-100-0.9-17-True.cnf
505	:	1743673707.371	  6762.648	0	16	20	0	./kissat-sc2024/bin/kissat data/53188-5-100-0.9-17-True.cnf
680	:	1743673739.107	  8129.496	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.9-17-True.cnf
555	:	1743673711.427	 10159.220	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.9-17-True.cnf
255	:	1743673695.744	 12171.031	0	132062	20	0	./cadical/cadical data/53188-5-100-0.9-17-True.cnf
605	:	1743673721.258	 20466.702	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.9-17-True.cnf
305	:	1743673695.982	 24366.742	0	177422	20	0	./cadical/cadical data/42462-5-100-0.9-17-True.cnf
355	:	1743673696.705	 32087.495	0	185654	20	0	./cadical/cadical data/50408-5-100-0.9-17-True.cnf
