Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
497	:	1743673706.982	     2.519	0	13242	10	0	./cadical/cadical data/81023-5-100-0.5-14-True.cnf
422	:	1743673699.894	     9.654	0	12789	20	0	./cadical/cadical data/65828-5-100-0.5-14-True.cnf
539	:	1743673709.510	     0.108	0	3883	10	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.7-16-True.cnf
540	:	1743673709.555	     0.131	0	3917	10	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.7-17-True.cnf
442	:	1743673702.404	     7.463	0	15540	10	0	./cadical/cadical data/78144-5-100-0.6-14-True.cnf
487	:	1743673706.362	     3.930	0	13542	10	0	./cadical/cadical data/81023-5-100-0.7-14-True.cnf
457	:	1743673704.071	     6.223	0	11402	20	0	./cadical/cadical data/71681-5-100-0.8-14-True.cnf
471	:	1743673705.008	     5.383	0	11779	20	0	./cadical/cadical data/71681-5-100-0.5-13-True.cnf
262	:	1743673695.776	    14.674	0	17398	10	0	./cadical/cadical data/53188-5-100-0.7-14-True.cnf
281	:	1743673695.865	    14.606	0	14497	20	0	./cadical/cadical data/22710-5-100-0.8-13-True.cnf
545	:	1743673710.329	     0.155	0	4164	10	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.6-17-True.cnf
549	:	1743673710.505	     0.086	0	5157	10	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.5-16-True.cnf
550	:	1743673710.599	     0.092	0	5214	10	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.5-17-True.cnf
48	:	1743673694.992	    15.936	0	22500985	0	0	./albatross/albatross data/22710-5-100-0.5-15-False.cnf
544	:	1743673710.302	     0.835	0	4130	10	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.6-16-True.cnf
306	:	1743673695.987	    15.230	0	14407	20	0	./cadical/cadical data/42462-5-100-0.8-13-True.cnf
276	:	1743673695.842	    15.575	0	15424	20	0	./cadical/cadical data/22710-5-100-0.9-13-True.cnf
172	:	1743673695.377	    16.337	0	22455510	0	0	./albatross/albatross data/65828-5-100-0.5-14-False.cnf
538	:	1743673709.459	     2.342	0	3841	10	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.7-15-True.cnf
337	:	1743673696.190	    16.108	0	15056	20	0	./cadical/cadical data/18735-5-100-0.7-14-True.cnf
506	:	1743673707.424	     5.598	0	16	20	0	./kissat-sc2024/bin/kissat data/53188-5-100-0.8-13-True.cnf
559	:	1743673713.031	     0.091	0	3824	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.8-16-True.cnf
560	:	1743673713.130	     0.087	0	3859	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.8-17-True.cnf
476	:	1743673705.419	     7.882	0	12386	20	0	./cadical/cadical data/81023-5-100-0.9-13-True.cnf
558	:	1743673712.314	     1.616	0	3784	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.8-15-True.cnf
223	:	1743673695.597	    18.351	0	25112255	0	0	./albatross/albatross data/71681-5-100-0.5-15-False.cnf
564	:	1743673713.956	     0.138	0	3933	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.7-16-True.cnf
563	:	1743673713.944	     0.246	0	3895	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.7-15-True.cnf
446	:	1743673702.807	    11.434	0	12821	20	0	./cadical/cadical data/78144-5-100-0.5-13-True.cnf
565	:	1743673714.101	     0.141	0	3974	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.7-17-True.cnf
568	:	1743673714.260	     0.114	0	4208	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.6-15-True.cnf
569	:	1743673714.381	     0.101	0	4252	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.6-16-True.cnf
570	:	1743673714.491	     0.013	0	4694	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.6-17-True.cnf
567	:	1743673714.250	     0.726	0	4163	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.6-14-True.cnf
97	:	1743673695.134	    19.922	0	28659719	0	0	./albatross/albatross data/18735-5-100-0.5-14-False.cnf
416	:	1743673699.294	    16.246	0	15027	20	0	./cadical/cadical data/65828-5-100-0.6-13-True.cnf
496	:	1743673706.951	     8.663	0	12848	20	0	./cadical/cadical data/81023-5-100-0.5-13-True.cnf
511	:	1743673708.030	     7.595	0	16	20	0	./kissat-sc2024/bin/kissat data/53188-5-100-0.7-13-True.cnf
574	:	1743673715.548	     0.138	0	4833	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.5-16-True.cnf
575	:	1743673715.622	     0.078	0	4884	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.5-17-True.cnf
573	:	1743673715.066	     0.637	0	4777	10	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.5-15-True.cnf
381	:	1743673697.473	    18.553	0	15708	20	0	./cadical/cadical data/43018-5-100-0.8-13-True.cnf
247	:	1743673695.707	    20.627	0	26064209	0	0	./albatross/albatross data/81023-5-100-0.5-14-False.cnf
580	:	1743673716.043	     0.315	0	3507	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.9-17-True.cnf
69	:	1743673695.051	    21.354	0	27416265	0	0	./albatross/albatross data/42462-5-100-0.6-16-False.cnf
486	:	1743673706.203	    11.306	0	13609	20	0	./cadical/cadical data/81023-5-100-0.7-13-True.cnf
501	:	1743673707.266	    10.832	0	16	20	0	./kissat-sc2024/bin/kissat data/53188-5-100-0.9-13-True.cnf
585	:	1743673718.115	     0.119	0	3761	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.8-17-True.cnf
548	:	1743673710.480	     7.775	0	5099	10	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.5-15-True.cnf
257	:	1743673695.753	    22.842	0	16880	20	0	./cadical/cadical data/53188-5-100-0.8-14-True.cnf
386	:	1743673697.596	    21.051	0	15859	20	0	./cadical/cadical data/43018-5-100-0.7-13-True.cnf
588	:	1743673718.603	     0.126	0	3793	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.7-15-True.cnf
589	:	1743673718.660	     0.125	0	3833	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.7-16-True.cnf
590	:	1743673718.736	     0.118	0	3867	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.7-17-True.cnf
438	:	1743673701.918	    17.120	0	16973	10	0	./cadical/cadical data/78144-5-100-0.7-15-True.cnf
301	:	1743673695.964	    23.181	0	16932	20	0	./cadical/cadical data/42462-5-100-0.9-13-True.cnf
593	:	1743673719.045	     0.164	0	4116	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.6-15-True.cnf
594	:	1743673719.161	     0.092	0	4160	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.6-16-True.cnf
595	:	1743673719.217	     0.108	0	4202	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.6-17-True.cnf
521	:	1743673708.763	    11.253	0	16	20	0	./kissat-sc2024/bin/kissat data/53188-5-100-0.5-13-True.cnf
598	:	1743673720.031	     0.250	0	4986	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.5-15-True.cnf
546	:	1743673710.404	     9.884	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.5-13-True.cnf
599	:	1743673720.288	     0.085	0	5041	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.5-16-True.cnf
541	:	1743673709.626	    10.778	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.6-13-True.cnf
600	:	1743673720.296	     0.144	0	5092	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.5-17-True.cnf
586	:	1743673718.243	     2.759	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.7-13-True.cnf
592	:	1743673718.868	     2.382	0	4073	10	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.6-14-True.cnf
536	:	1743673709.390	    12.641	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.7-13-True.cnf
566	:	1743673714.206	     8.118	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.6-13-True.cnf
576	:	1743673715.642	     6.715	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.9-13-True.cnf
581	:	1743673716.341	     6.342	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.8-13-True.cnf
561	:	1743673713.225	     9.522	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.7-13-True.cnf
609	:	1743673722.692	     0.146	0	3600	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.8-16-True.cnf
610	:	1743673722.760	     0.099	0	3628	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.8-17-True.cnf
608	:	1743673722.365	     0.867	0	3556	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.8-15-True.cnf
516	:	1743673708.438	    14.864	0	16	20	0	./kissat-sc2024/bin/kissat data/53188-5-100-0.6-13-True.cnf
614	:	1743673723.309	     0.122	0	3844	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.7-16-True.cnf
615	:	1743673723.439	     0.012	0	4177	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.7-17-True.cnf
436	:	1743673701.743	    23.230	0	16031	20	0	./cadical/cadical data/78144-5-100-0.7-13-True.cnf
491	:	1743673706.713	    18.705	0	15432	20	0	./cadical/cadical data/81023-5-100-0.6-13-True.cnf
551	:	1743673710.699	    14.910	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.9-13-True.cnf
24	:	1743673694.925	    30.802	0	44283901	0	0	./albatross/albatross data/53188-5-100-0.5-16-False.cnf
619	:	1743673725.628	     0.125	0	4047	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.6-16-True.cnf
618	:	1743673725.426	     0.385	0	4006	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.6-15-True.cnf
620	:	1743673725.736	     0.125	0	4084	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.6-17-True.cnf
622	:	1743673725.819	     0.141	0	4556	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.5-14-True.cnf
623	:	1743673725.877	     0.100	0	4608	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.5-15-True.cnf
198	:	1743673695.483	    30.533	0	41095664	0	0	./albatross/albatross data/78144-5-100-0.5-15-False.cnf
624	:	1743673725.967	     0.114	0	4663	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.5-16-True.cnf
625	:	1743673725.994	     0.118	0	4711	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.5-17-True.cnf
591	:	1743673718.793	     7.529	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.6-13-True.cnf
571	:	1743673714.512	    11.965	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.5-13-True.cnf
556	:	1743673711.722	    15.447	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.8-13-True.cnf
531	:	1743673709.137	    18.651	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.8-13-True.cnf
596	:	1743673719.269	     8.590	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.5-13-True.cnf
633	:	1743673727.868	     0.387	0	3612	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.8-15-True.cnf
621	:	1743673725.760	     2.678	0	4499	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.5-13-True.cnf
635	:	1743673728.455	     0.101	0	3688	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.8-17-True.cnf
617	:	1743673724.983	     3.773	0	3962	10	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.6-14-True.cnf
507	:	1743673707.451	    21.594	0	16	20	0	./kissat-sc2024/bin/kissat data/53188-5-100-0.8-14-True.cnf
638	:	1743673729.053	     0.174	0	3878	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.7-15-True.cnf
639	:	1743673729.236	     0.128	0	3919	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.7-16-True.cnf
640	:	1743673729.372	     0.099	0	3957	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.7-17-True.cnf
634	:	1743673728.263	     1.277	0	3652	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.8-16-True.cnf
366	:	1743673697.150	    32.406	0	17668	20	0	./cadical/cadical data/50408-5-100-0.6-13-True.cnf
643	:	1743673729.565	     0.113	0	3993	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.6-15-True.cnf
644	:	1743673729.687	     0.139	0	4034	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.6-16-True.cnf
645	:	1743673729.835	     0.082	0	4071	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.6-17-True.cnf
637	:	1743673728.763	     1.596	0	3838	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.7-14-True.cnf
356	:	1743673696.713	    34.257	0	18185	20	0	./cadical/cadical data/50408-5-100-0.8-13-True.cnf
23	:	1743673694.922	    36.291	0	43461626	0	0	./albatross/albatross data/53188-5-100-0.5-15-False.cnf
648	:	1743673730.978	     0.266	0	4182	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.5-15-True.cnf
649	:	1743673731.229	     0.133	0	4230	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.5-16-True.cnf
650	:	1743673731.252	     0.142	0	4266	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.5-17-True.cnf
95	:	1743673695.129	    36.266	0	42416002	0	0	./albatross/albatross data/18735-5-100-0.6-17-False.cnf
646	:	1743673729.926	     2.080	0	16	20	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.5-13-True.cnf
654	:	1743673732.015	     0.125	0	3595	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.9-16-True.cnf
655	:	1743673732.148	     0.098	0	3621	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.9-17-True.cnf
351	:	1743673696.595	    35.664	0	18458	20	0	./cadical/cadical data/50408-5-100-0.9-13-True.cnf
647	:	1743673730.370	     2.427	0	4140	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.5-14-True.cnf
451	:	1743673703.748	    29.209	0	17009	20	0	./cadical/cadical data/71681-5-100-0.9-13-True.cnf
659	:	1743673732.965	     0.121	0	3652	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.8-16-True.cnf
660	:	1743673733.094	     0.096	0	3686	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.8-17-True.cnf
347	:	1743673696.497	    36.736	0	17200	20	0	./cadical/cadical data/18735-5-100-0.5-14-True.cnf
626	:	1743673726.024	     7.437	0	16	20	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.9-13-True.cnf
663	:	1743673733.477	     0.142	0	3789	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.7-15-True.cnf
664	:	1743673733.628	     0.095	0	3831	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.7-16-True.cnf
665	:	1743673733.733	     0.101	0	3859	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.7-17-True.cnf
587	:	1743673718.269	    16.088	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.7-14-True.cnf
611	:	1743673722.844	    11.946	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.7-13-True.cnf
526	:	1743673709.074	    25.918	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.9-13-True.cnf
297	:	1743673695.944	    39.548	0	17623	20	0	./cadical/cadical data/22710-5-100-0.5-14-True.cnf
100	:	1743673695.144	    40.396	0	54835665	0	0	./albatross/albatross data/18735-5-100-0.5-17-False.cnf
670	:	1743673735.501	     0.137	0	4165	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.6-17-True.cnf
669	:	1743673735.008	     0.808	0	4131	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.6-16-True.cnf
402	:	1743673698.442	    38.046	0	18266	20	0	./cadical/cadical data/65828-5-100-0.9-14-True.cnf
674	:	1743673736.497	     0.124	0	4617	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.5-16-True.cnf
675	:	1743673736.628	     0.095	0	4664	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.5-17-True.cnf
481	:	1743673705.776	    32.359	0	17529	20	0	./cadical/cadical data/81023-5-100-0.8-13-True.cnf
332	:	1743673696.121	    42.053	0	18859	20	0	./cadical/cadical data/18735-5-100-0.8-14-True.cnf
673	:	1743673735.832	     2.806	0	4562	10	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.5-15-True.cnf
49	:	1743673694.994	    44.088	0	49578130	0	0	./albatross/albatross data/22710-5-100-0.5-16-False.cnf
671	:	1743673735.557	     3.636	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.5-13-True.cnf
651	:	1743673731.372	     8.190	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.9-13-True.cnf
407	:	1743673698.798	    40.824	0	19073	20	0	./cadical/cadical data/65828-5-100-0.8-14-True.cnf
683	:	1743673739.643	     0.794	0	3552	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.8-15-True.cnf
684	:	1743673740.445	     0.108	0	3594	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.8-16-True.cnf
685	:	1743673740.562	     0.096	0	3621	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.8-17-True.cnf
601	:	1743673720.388	    20.806	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.9-13-True.cnf
661	:	1743673733.197	     8.292	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.7-13-True.cnf
292	:	1743673695.919	    45.873	0	19121	20	0	./cadical/cadical data/22710-5-100-0.6-14-True.cnf
312	:	1743673696.014	    46.081	0	19476	20	0	./cadical/cadical data/42462-5-100-0.7-14-True.cnf
690	:	1743673742.104	     0.090	0	3785	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.7-17-True.cnf
656	:	1743673732.255	    10.196	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.8-13-True.cnf
327	:	1743673696.093	    46.466	0	19007	20	0	./cadical/cadical data/18735-5-100-0.9-14-True.cnf
689	:	1743673741.806	     0.858	0	3749	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.7-16-True.cnf
693	:	1743673742.566	     0.138	0	4280	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.6-15-True.cnf
694	:	1743673742.671	     0.138	0	4324	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.6-16-True.cnf
695	:	1743673742.713	     0.096	0	4375	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.6-17-True.cnf
641	:	1743673729.480	    13.348	0	16	20	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.6-13-True.cnf
642	:	1743673729.550	    13.796	0	3950	10	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.6-14-True.cnf
412	:	1743673699.172	    44.236	0	18336	20	0	./cadical/cadical data/65828-5-100-0.7-14-True.cnf
547	:	1743673710.462	    32.955	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.5-14-True.cnf
699	:	1743673743.353	     0.152	0	4540	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.5-16-True.cnf
700	:	1743673743.416	     0.119	0	4591	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.5-17-True.cnf
692	:	1743673742.460	     2.080	0	4236	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.6-14-True.cnf
704	:	1743673744.548	     0.069	0	3608	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.9-16-True.cnf
676	:	1743673736.731	     7.960	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.9-13-True.cnf
705	:	1743673744.624	     0.076	0	3643	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.9-17-True.cnf
287	:	1743673695.895	    49.538	0	18847	20	0	./cadical/cadical data/22710-5-100-0.7-14-True.cnf
502	:	1743673707.293	    38.641	0	16	20	0	./kissat-sc2024/bin/kissat data/53188-5-100-0.9-14-True.cnf
706	:	1743673744.700	     1.246	0	16	20	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.8-13-True.cnf
710	:	1743673745.963	     0.067	0	3828	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.8-17-True.cnf
636	:	1743673728.563	    17.475	0	16	20	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.7-13-True.cnf
709	:	1743673745.943	     0.128	0	3787	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.8-16-True.cnf
713	:	1743673746.077	     0.096	0	3935	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.7-15-True.cnf
714	:	1743673746.180	     0.087	0	3971	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.7-16-True.cnf
715	:	1743673746.274	     0.090	0	4010	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.7-17-True.cnf
672	:	1743673735.645	    10.739	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.5-14-True.cnf
712	:	1743673746.048	     0.342	0	3891	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.7-14-True.cnf
582	:	1743673716.364	    30.713	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.8-14-True.cnf
719	:	1743673747.087	     0.089	0	4430	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.6-16-True.cnf
718	:	1743673746.406	     0.873	0	4382	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.6-15-True.cnf
720	:	1743673747.184	     0.108	0	4474	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.6-17-True.cnf
722	:	1743673747.300	     0.144	0	4979	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.5-14-True.cnf
723	:	1743673747.452	     0.137	0	5035	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.5-15-True.cnf
724	:	1743673747.597	     0.114	0	5090	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.5-16-True.cnf
725	:	1743673747.720	     0.088	0	5142	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.5-17-True.cnf
377	:	1743673697.416	    50.496	0	19499	20	0	./cadical/cadical data/43018-5-100-0.9-14-True.cnf
666	:	1743673733.844	    14.611	0	16	20	0	./kissat-sc2024/bin/kissat data/65828-5-100-0.6-13-True.cnf
691	:	1743673742.203	     6.470	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.6-13-True.cnf
707	:	1743673744.708	     4.062	0	16	20	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.8-14-True.cnf
730	:	1743673748.780	     0.131	0	3558	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.9-17-True.cnf
681	:	1743673739.214	     9.785	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.8-13-True.cnf
432	:	1743673701.503	    48.174	0	18917	20	0	./cadical/cadical data/78144-5-100-0.8-14-True.cnf
733	:	1743673749.685	     0.148	0	3557	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.8-15-True.cnf
631	:	1743673727.185	    22.710	0	16	20	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.8-13-True.cnf
734	:	1743673749.840	     0.087	0	3598	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.8-16-True.cnf
735	:	1743673749.901	     0.095	0	3628	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.8-17-True.cnf
616	:	1743673723.458	    26.707	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.6-13-True.cnf
606	:	1743673722.044	    28.249	0	16	20	0	./kissat-sc2024/bin/kissat data/50408-5-100-0.8-13-True.cnf
738	:	1743673750.180	     0.123	0	3784	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.7-15-True.cnf
740	:	1743673750.319	     0.084	0	3864	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.7-17-True.cnf
739	:	1743673750.300	     0.120	0	3826	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.7-16-True.cnf
716	:	1743673746.370	     4.058	0	16	20	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.6-13-True.cnf
743	:	1743673750.446	     0.150	0	3907	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.6-15-True.cnf
744	:	1743673750.604	     0.098	0	3949	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.6-16-True.cnf
745	:	1743673750.710	     0.085	0	3990	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.6-17-True.cnf
688	:	1743673741.497	     9.325	0	3707	10	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.7-15-True.cnf
717	:	1743673746.390	     4.839	0	4340	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.6-14-True.cnf
748	:	1743673751.237	     0.082	0	4469	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.5-15-True.cnf
749	:	1743673751.326	     0.082	0	4522	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.5-16-True.cnf
750	:	1743673751.416	     0.090	0	4579	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.5-17-True.cnf
458	:	1743673704.093	    47.771	0	19783	20	0	./cadical/cadical data/71681-5-100-0.8-15-True.cnf
597	:	1743673719.333	    32.572	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.5-14-True.cnf
747	:	1743673750.829	     1.321	0	4421	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.5-14-True.cnf
737	:	1743673750.002	     2.383	0	3743	10	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.7-14-True.cnf
577	:	1743673715.699	    37.151	0	16	20	0	./kissat-sc2024/bin/kissat data/18735-5-100-0.9-14-True.cnf
726	:	1743673747.817	     5.978	0	16	20	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.9-13-True.cnf
721	:	1743673747.287	     7.491	0	16	20	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.5-13-True.cnf
98	:	1743673695.138	    60.558	0	72083638	0	0	./albatross/albatross data/18735-5-100-0.5-15-False.cnf
711	:	1743673746.038	     9.955	0	3847	10	0	./kissat-sc2024/bin/kissat data/71681-5-100-0.7-13-True.cnf
447	:	1743673702.860	    53.184	0	18657	20	0	./cadical/cadical data/78144-5-100-0.5-14-True.cnf
686	:	1743673740.667	    15.569	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.7-13-True.cnf
627	:	1743673726.088	    30.340	0	16	20	0	./kissat-sc2024/bin/kissat data/43018-5-100-0.9-14-True.cnf
282	:	1743673695.873	    61.300	0	20444	20	0	./cadical/cadical data/22710-5-100-0.8-14-True.cnf
562	:	1743673713.308	    43.974	0	16	20	0	./kissat-sc2024/bin/kissat data/42462-5-100-0.7-14-True.cnf
542	:	1743673709.692	    48.313	0	16	20	0	./kissat-sc2024/bin/kissat data/22710-5-100-0.6-14-True.cnf
477	:	1743673705.569	    52.697	0	20159	20	0	./cadical/cadical data/81023-5-100-0.9-14-True.cnf
322	:	1743673696.066	    62.900	0	19948	20	0	./cadical/cadical data/42462-5-100-0.5-14-True.cnf
696	:	1743673742.817	    16.267	0	16	20	0	./kissat-sc2024/bin/kissat data/78144-5-100-0.5-13-True.cnf
746	:	1743673750.803	     9.921	0	16	20	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.5-13-True.cnf
736	:	1743673749.933	    11.531	0	16	20	0	./kissat-sc2024/bin/kissat data/81023-5-100-0.7-13-True.cnf
